President,Date,Proclamation Name,Link
Harry S. Truman,"April 22, 1948","Proclamation 2782 - Supplementing Proclamations of December 16, 1947 and January 1, 1948, Carrying Out General Agreement on Tariffs and Trade and Exclusive Trade Agreement with Cuba, Respectively",http://www.presidency.ucsb.edu/ws/index.php?pid=87150
Harry S. Truman,"April 24, 1948","Proclamation 2783 - World Trade Week, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87151
Harry S. Truman,"May 4, 1948","Proclamation 2784 - Supplementing Proclamations of December 16, 1947 and January 1, 1948, Carrying Out General Agreement on Tariffs and Trade and Exclusive Trade Agreement with Cuba, Respectively",http://www.presidency.ucsb.edu/ws/index.php?pid=87152
Harry S. Truman,"May 10, 1948",Proclamation 2785 - Francis Marion National Forest Wildlife Preserve,http://www.presidency.ucsb.edu/ws/index.php?pid=87153
Harry S. Truman,"May 27, 1948","Proclamation 2787 - Enlarging the Aztec Ruins National Monument, New Mexico",http://www.presidency.ucsb.edu/ws/index.php?pid=87154
Harry S. Truman,"May 27, 1948",Proclamation 2786 - Extension of Time for Renewing Trademark Registrations: The Philippines,http://www.presidency.ucsb.edu/ws/index.php?pid=107465
Harry S. Truman,"May 28, 1948","Proclamation 2788 - Prayer for Peace: Memorial Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87155
Harry S. Truman,"June 1, 1948","Proclamation 2789 - Flag Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87156
Harry S. Truman,"June 11, 1948","Proclamation 2790 - Supplementing Proclamations of December 16, 1947 and January 1, 1948, Carrying Out General Agreement on Tariffs and Trade and Exclusive Trade Agreement with Cuba, Respectively",http://www.presidency.ucsb.edu/ws/index.php?pid=87157
Harry S. Truman,"June 12, 1948","Proclamation 2791 - Supplementing Proclamation of December 16, 1947 Carrying Out General Agreement on Tariffs and Trade",http://www.presidency.ucsb.edu/ws/index.php?pid=87158
Harry S. Truman,"June 25, 1948","Proclamation 2792 - Supplementing Proclamations of December 16, 1947 and January 1, 1948, Carrying Out General Agreement on Tariffs and Trade and Exclusive Trade Agreement with Cuba, Respectively",http://www.presidency.ucsb.edu/ws/index.php?pid=87159
Harry S. Truman,"July 1, 1948",Proclamation 2793 - Determining the Drug Isoamidone to Be An Opiate,http://www.presidency.ucsb.edu/ws/index.php?pid=87160
Harry S. Truman,"July 2, 1948",Proclamation 2795 - Display of the Flag at Fort McHenry National Monument and Historic Shrine,http://www.presidency.ucsb.edu/ws/index.php?pid=58811
Harry S. Truman,"July 2, 1948",Proclamation 2794 - Extension of Time for Renewing Trademark Registrations: Belgium,http://www.presidency.ucsb.edu/ws/index.php?pid=87161
Harry S. Truman,"July 15, 1948",Proclamation 2796 - Convening the Congress,http://www.presidency.ucsb.edu/ws/index.php?pid=87162
Harry S. Truman,"July 15, 1948",Proclamation 2797 - Death of General Pershing,http://www.presidency.ucsb.edu/ws/index.php?pid=87163
Harry S. Truman,"July 15, 1948","Proclamation 2798 - Supplementing Proclamations of December 16, 1947 and January 1, 1948, Carrying Out General Agreement on Tariffs and Trade and Exclusive Trade Agreement with Cuba, Respectively",http://www.presidency.ucsb.edu/ws/index.php?pid=87164
Harry S. Truman,"July 20, 1948",Proclamation 2799 - Selective Service Registration,http://www.presidency.ucsb.edu/ws/index.php?pid=87165
Harry S. Truman,"July 20, 1948",Proclamation 2800 - Supplemental Quota on Imports of Long-Staple Cotton,http://www.presidency.ucsb.edu/ws/index.php?pid=87166
Harry S. Truman,"July 29, 1948",Proclamation 2801 - Amendments of Regulations Relating to Migratory Birds and Game Mammals,http://www.presidency.ucsb.edu/ws/index.php?pid=87167
Harry S. Truman,"July 31, 1948",Proclamation 2802 - Termination of Brazilian Trade Agreement Proclamation,http://www.presidency.ucsb.edu/ws/index.php?pid=87168
Harry S. Truman,"July 31, 1948",Proclamation 2803 - Coast Guard Day,http://www.presidency.ucsb.edu/ws/index.php?pid=87169
Harry S. Truman,"August 5, 1948","Proclamation 2804A - National Guard Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87170
Harry S. Truman,"August 14, 1948","Proclamation 2804 - Fire Prevention Week, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87171
Harry S. Truman,"August 21, 1948",Proclamation 2805 - Extension of Time for Renewing Trademark Registrations: Czechoslovakia,http://www.presidency.ucsb.edu/ws/index.php?pid=87172
Harry S. Truman,"August 28, 1948",Proclamation 2806 - Death of Charles Evans Hughes,http://www.presidency.ucsb.edu/ws/index.php?pid=12984
Harry S. Truman,"September 4, 1948",Proclamation 2807 - Determining the Drug Keto-Bemidone to Be An Opiate,http://www.presidency.ucsb.edu/ws/index.php?pid=87173
Harry S. Truman,"September 7, 1948","Proclamation 2808 - Postponing the Effective Date of Proclamation No. 2775 of March 26, 1948, Prescribing Changes in Panama Canal Toll Rates",http://www.presidency.ucsb.edu/ws/index.php?pid=87174
Harry S. Truman,"September 7, 1948","Proclamation 2809 - Supplementing Proclamation No. 2790 of June 11, 1948, Proclaiming the Protocol of Rectifications to the General Agreement on Tariffs and Trade",http://www.presidency.ucsb.edu/ws/index.php?pid=87175
Harry S. Truman,"September 8, 1948","Proclamation 2810 - Air Force Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87176
Harry S. Truman,"September 9, 1948","Proclamation 2811 - United Nations Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87177
Harry S. Truman,"September 13, 1948","Proclamation 2812 - National Employ the Physically Handicapped Week, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87178
Harry S. Truman,"September 13, 1948","Proclamation 2813 - Columbus Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87179
Harry S. Truman,"September 20, 1948","Proclamation 2814 - General Pulaski's Memorial Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87180
Harry S. Truman,"October 5, 1948","Proclamation 2815 - Navy Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87181
Harry S. Truman,"October 9, 1948",Proclamation 2816 - Extension of Time for Renewing Trademark Registrations: Austria,http://www.presidency.ucsb.edu/ws/index.php?pid=87182
Harry S. Truman,"October 18, 1948","Proclamation 2817 - Closed Area Under the Migratory Bird Treaty Act, Massachusetts",http://www.presidency.ucsb.edu/ws/index.php?pid=87183
Harry S. Truman,"October 20, 1948",Proclamation 2818 - Modification of Closed Area Under the Migratory Bird Treaty Act: Oregon,http://www.presidency.ucsb.edu/ws/index.php?pid=87184
Harry S. Truman,"October 21, 1948",Proclamation 2819 - Copyright: Philippines,http://www.presidency.ucsb.edu/ws/index.php?pid=58810
Harry S. Truman,"October 28, 1948","Proclamation 2820 - Armistice Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87185
Harry S. Truman,"October 30, 1948",Proclamation 2821 - Amendment of Regulations Relating to Migratory Birds and Game Mammals,http://www.presidency.ucsb.edu/ws/index.php?pid=87186
Harry S. Truman,"November 5, 1948",Proclamation 2822 - Amendment of Regulations Relating to Migratory Birds and Game Mammals,http://www.presidency.ucsb.edu/ws/index.php?pid=87187
Harry S. Truman,"November 12, 1948","Proclamation 2823 - Thanksgiving Day, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=72464
Harry S. Truman,"January 25, 1949",Proclamation 2824 - National Freedom Day,http://www.presidency.ucsb.edu/ws/index.php?pid=87188
Harry S. Truman,"February 9, 1949","Proclamation 2825 - Enlarging the Channel Islands National Monument, California",http://www.presidency.ucsb.edu/ws/index.php?pid=87189
Harry S. Truman,"February 10, 1949","Proclamation 2826 - ""I Am an American Day,"" 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87190
Harry S. Truman,"February 12, 1949","Proclamation 2827 - Red Cross Month, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87191
Harry S. Truman,"February 24, 1949","Proclamation 2828 - Army Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87192
Harry S. Truman,"March 8, 1949","Proclamation 2829 - Supplementing Proclamations of December 16, 1947 and January 1, 1948, Carrying Out General Agreement on Tariffs and Trade and Exclusive Trade Agreement with Cuba, Respectively",http://www.presidency.ucsb.edu/ws/index.php?pid=87193
Harry S. Truman,"March 10, 1949","Proclamation 2830 - Cancer Control Month, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87194
Harry S. Truman,"March 12, 1949","Proclamation 2831 - Further Postponing the Effective Date of Proclamation No. 2775 of March 26, 1948, Prescribing Changes in Panama Canal Toll Rates",http://www.presidency.ucsb.edu/ws/index.php?pid=87195
Harry S. Truman,"March 28, 1949","Proclamation 2832 - Pan American Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87196
Harry S. Truman,"March 28, 1949","Proclamation 2833 - National Farm Safety Week, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87197
Harry S. Truman,"April 5, 1949","Proclamation 2834 - World Trade Week, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87198
Harry S. Truman,"April 16, 1949","Proclamation 2835 - Child Health Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87199
Harry S. Truman,"April 27, 1949","Proclamation 2836 - Mother's Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=107463
Harry S. Truman,"May 7, 1949","Proclamation 2837 - National Maritime Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87200
Harry S. Truman,"May 19, 1949",Proclamation 2838 - Union of South Africa: Suspension of Tonnage Duties,http://www.presidency.ucsb.edu/ws/index.php?pid=87201
Harry S. Truman,"May 19, 1949",Proclamation 2839 - Israel: Suspension of Tonnage Duties,http://www.presidency.ucsb.edu/ws/index.php?pid=87202
Harry S. Truman,"May 22, 1949",Proclamation 2840 - Death of James Forrestal,http://www.presidency.ucsb.edu/ws/index.php?pid=87203
Harry S. Truman,"May 24, 1949","Proclamation 2841 - Flag Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87204
Harry S. Truman,"May 26, 1949","Proclamation 2842 - Prayer for Peace, Memorial Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87205
Harry S. Truman,"May 31, 1949","Proclamation 2843 - Supplementing Proclamations of November 10, 1942, and December 3, 1942, Proclaiming the Trade Agreement With Uruguay and Proclamations of October 31, 1941, and December 11, 1942, Proclaiming the Trade Agreement with Argentina",http://www.presidency.ucsb.edu/ws/index.php?pid=87206
Harry S. Truman,"June 8, 1949","Proclamation 2844 - Patrick Henry Week, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87207
Harry S. Truman,"June 15, 1949",Proclamation 2845 - Designating the Columbia National Forest as the Gifford Pinchot National Forest,http://www.presidency.ucsb.edu/ws/index.php?pid=87208
Harry S. Truman,"July 27, 1949",Proclamation 2846 - Immigration Quotas,http://www.presidency.ucsb.edu/ws/index.php?pid=87209
Harry S. Truman,"July 27, 1949",Proclamation 2847 - Termination of the Suspension of Additional Processing Tax on Certain Coconut Oil,http://www.presidency.ucsb.edu/ws/index.php?pid=87210
Harry S. Truman,"July 29, 1949",Proclamation 2848 - Amendments of Regulations Relating to Migratory Birds and Game Mammals,http://www.presidency.ucsb.edu/ws/index.php?pid=87211
Harry S. Truman,"August 2, 1949","Proclamation 2849 - Fire Prevention Week, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87212
Harry S. Truman,"August 17, 1949",Proclamation 2850 - Amendment of Proclamation No. 2523 Prescribing Regulations Relating to the Control of Persons Entering or Leaving the United States,http://www.presidency.ucsb.edu/ws/index.php?pid=87213
Harry S. Truman,"August 24, 1949",Proclamation 2851 - Determining Bemidone and Six Other Drugs to Be Opiates,http://www.presidency.ucsb.edu/ws/index.php?pid=87214
Harry S. Truman,"August 25, 1949","Proclamation 2852 - Further Postponing the Effective Date of Proclamation No. 2775 of March 26, 1948, Prescribing Changes in Panama Canal Toll Rates",http://www.presidency.ucsb.edu/ws/index.php?pid=87215
Harry S. Truman,"August 25, 1949","Proclamation 2853 - United Nations Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87216
Harry S. Truman,"August 26, 1949",Proclamation 2854 - Amendments of Regulations Relating to Migratory Birds and Game Mammals,http://www.presidency.ucsb.edu/ws/index.php?pid=87217
Harry S. Truman,"August 30, 1949","Proclamation 2855 - National Employ the Physically Handicapped Week, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87218
Harry S. Truman,"September 3, 1949",Proclamation 2856 - Change in Quota Year for Imports Of Long-Staple Cotton and Fixing of Quota for Interim Period,http://www.presidency.ucsb.edu/ws/index.php?pid=107464
Harry S. Truman,"September 22, 1949","Proclamation 2857 - Columbus Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87219
Harry S. Truman,"October 5, 1949","Proclamation 2858 - General Pulaski's Memorial Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87220
Harry S. Truman,"October 20, 1949",Proclamation 2859 - Closed Area Under the Migratory Bird Treaty Act: Oregon,http://www.presidency.ucsb.edu/ws/index.php?pid=87221
Harry S. Truman,"October 25, 1949",Proclamation 2860 - Establishing the Effigy Mounds National Monument,http://www.presidency.ucsb.edu/ws/index.php?pid=76347
Harry S. Truman,"October 26, 1949",Proclamation 2861 - Pakistan: Suspension of Tonnage Duties,http://www.presidency.ucsb.edu/ws/index.php?pid=87222
Harry S. Truman,"October 29, 1949","Proclamation 2862 - Armistice Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=87223
Harry S. Truman,"November 5, 1949",Proclamation 2863 - Termination of Colombian Trade Agreement Proclamation,http://www.presidency.ucsb.edu/ws/index.php?pid=87224
Harry S. Truman,"November 10, 1949","Proclamation 2864 - Thanksgiving Day, 1949",http://www.presidency.ucsb.edu/ws/index.php?pid=72465
Harry S. Truman,"November 30, 1949","Proclamation 2865 - Supplementing the Proclamations of December 16, 1947, and January 1, 1948, Carrying Out the General Agreement on Tariffs and Trade and the Exclusive Trade Agreement with Cuba, Respectively, and Terminating in Part the Proclamation of January 30, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87225
Harry S. Truman,"December 6, 1949",Proclamation 2866 - United Nations Human Rights Day,http://www.presidency.ucsb.edu/ws/index.php?pid=87226
Harry S. Truman,"December 22, 1949","Proclamation 2867 - Carrying Out the Annecy Protocol of Terms of Accession to the General Agreement on Tariffs and Trade, Dated October 10, 1949, and Supplementing the Proclamations of December 16, 1947, and January 1, 1948",http://www.presidency.ucsb.edu/ws/index.php?pid=87227
Harry S. Truman,"December 29, 1949",Proclamation 2868 - Copyright Extension: Australia,http://www.presidency.ucsb.edu/ws/index.php?pid=87228
Harry S. Truman,"January 24, 1950",Proclamation 2869 - Termination of Haitian Trade Agreement Proclamation,http://www.presidency.ucsb.edu/ws/index.php?pid=87229
Harry S. Truman,"February 1, 1950","Proclamation 2870 - National Children's Dental Health Day, 1950",http://www.presidency.ucsb.edu/ws/index.php?pid=87230
Harry S. Truman,"February 10, 1950","Proclamation 2871 - Red Cross Month, 1950",http://www.presidency.ucsb.edu/ws/index.php?pid=87231
Harry S. Truman,"February 17, 1950","Proclamation 2872 - ""I Am An American Day"", 1950",http://www.presidency.ucsb.edu/ws/index.php?pid=87232
Harry S. Truman,"February 27, 1950","Proclamation 2873 - Armed Forces Day, 1950",http://www.presidency.ucsb.edu/ws/index.php?pid=87233
Harry S. Truman,"March 1, 1950","Proclamation 2874 - Supplementing Proclamations No. 2867 of December 22, 1949, and No. 2764 of January 1, 1948, Relating to Trade Agreements",http://www.presidency.ucsb.edu/ws/index.php?pid=87234
Harry S. Truman,"March 6, 1950","Proclamation 2875 - Further Postponing the Effective Date of Proclamation No. 2775 of March 26, 1948, Prescribing Changes in Panama Canal Toll Rates",http://www.presidency.ucsb.edu/ws/index.php?pid=87235
Harry S. Truman,"March 18, 1950",Proclamation 2876 - Seventeenth Decennial Census,http://www.presidency.ucsb.edu/ws/index.php?pid=87236
Harry S. Truman,"March 18, 1950","Proclamation 2877 - Pan American Day, 1950",http://www.presidency.ucsb.edu/ws/index.php?pid=87237
